,initials,line,condition,replicate,sex,individual,Mutant
2491,MP,E16,F15,1,M,5,0
2492,MP,E16,F15,1,M,6,0
2493,MP,E16,F15,1,M,7,0
2494,MP,E16,F15,2,F,1,0
2495,MP,E16,F15,2,F,2,0
2496,MP,E16,F15,2,F,3,0
2497,MP,E16,F15,2,F,4,0
2498,MP,E16,F15,2,F,5,0
2499,MP,E16,F15,2,F,6,0
2500,MP,E16,F15,2,M,1,0
2501,MP,E16,F15,2,M,2,0
2502,MP,E16,F15,2,M,3,0
2503,MP,E16,F15,2,M,4,0
2504,MP,E16,F15,2,M,5,0
2505,MP,E16,F15,2,M,6,0
2506,MP,E16,F15,3,F,1,1
2507,MP,E16,F15,3,F,2,0
2508,MP,E16,F15,3,F,3,0
2509,MP,E16,F15,3,F,4,0
2510,MP,E16,F15,3,M,1,0
2511,MP,E16,F15,3,M,2,0
2512,MP,E16,F15,3,M,3,0
2513,MP,E16,F15,3,M,4,0
2514,MP,E16,F15,3,M,5,0
2515,MP,E16,F15,4,F,1,0
2516,MP,E16,F15,4,F,2,1
2517,MP,E16,F15,4,F,3,0
2518,MP,E16,F15,4,F,4,0
2519,MP,E16,F15,4,F,5,0
2520,MP,E16,F15,4,F,6,0
2521,MP,E16,F15,4,F,7,0
2522,MP,E16,F15,4,F,8,0
2523,MP,E16,F15,4,F,9,0
2524,MP,E16,F15,4,F,10,0
2525,MP,E16,F15,4,F,11,0
2526,MP,E16,F15,4,F,12,0
2527,MP,E16,F15,4,M,1,0
2528,MP,E16,F15,4,M,2,0
2529,MP,E16,F15,4,M,3,1
2530,MP,E16,F15,4,M,4,0
2531,MP,E16,F15,4,M,5,0
2532,MP,E16,F15,4,M,6,0
2533,MP,E16,F15,4,M,7,0
2534,MP,E16,F15,4,M,8,0
2535,MP,E16,F15,5,F,1,0
2536,MP,E16,F15,5,F,2,0
2537,MP,E16,F15,5,F,3,0
2538,MP,E16,F15,5,F,4,0
2539,MP,E16,F15,5,F,5,0
2540,MP,E16,F15,5,F,6,0
2541,MP,E16,F15,5,F,7,0
2542,MP,E16,F15,5,F,8,1
2543,MP,E16,F15,5,F,9,0
2544,MP,E16,F15,5,F,10,0
2545,MP,E16,F15,5,M,1,0
2546,MP,E16,F15,5,M,2,0
2547,MP,E16,F15,5,M,3,0
2548,MP,E16,F15,5,M,4,0
2549,MP,E16,F15,5,M,5,1
2550,MP,E16,F15,6,F,1,1
2551,MP,E16,F15,6,F,2,0
2552,MP,E16,F15,6,F,3,0
2553,MP,E16,F15,6,F,4,0
2554,MP,E16,F15,6,M,1,0
2555,MP,E16,F15,6,M,2,0
2556,MP,E16,F15,6,M,3,0
2557,MP,E16,F15,6,M,4,0
2558,MP,E16,T18,1,F,1,0
2559,MP,E16,T18,1,F,2,0
2560,MP,E16,T18,1,F,3,0
2561,MP,E16,T18,1,F,4,0
2562,MP,E16,T18,1,F,5,1
2563,MP,E16,T18,1,F,6,0
2564,MP,E16,T18,1,F,7,0
2565,MP,E16,T18,1,F,8,0
2566,MP,E16,T18,1,F,9,0
2567,MP,E16,T18,1,F,10,0
2568,MP,E16,T18,1,F,11,0
2569,MP,E16,T18,1,F,12,0
2570,MP,E16,T18,1,F,13,1
2571,MP,E16,T18,1,M,1,0
2572,MP,E16,T18,1,M,2,0
2573,MP,E16,T18,1,M,3,0
2574,MP,E16,T18,1,M,4,0
2575,MP,E16,T18,1,M,5,0
2576,MP,E16,T18,1,M,6,0
2577,MP,E16,T18,1,M,7,0
2578,MP,E16,T18,1,M,8,0
2579,MP,E16,T18,1,M,9,1
2580,MP,E16,T18,1,M,10,1
2581,MP,E16,T18,2,F,1,0
2582,MP,E16,T18,2,F,2,0
2583,MP,E16,T18,2,F,3,0
2584,MP,E16,T18,2,F,4,0
2585,MP,E16,T18,2,F,5,1
2586,MP,E16,T18,2,F,6,0
2587,MP,E16,T18,2,F,7,0
2588,MP,E16,T18,2,F,8,0
2589,MP,E16,T18,2,F,9,0
2590,MP,E16,T18,2,F,10,0
2591,MP,E16,T18,2,F,11,0
2592,MP,E16,T18,2,F,12,1
2593,MP,E16,T18,2,F,13,0
2594,MP,E16,T18,2,F,14,0
2595,MP,E16,T18,2,M,1,0
2596,MP,E16,T18,2,M,2,0
2597,MP,E16,T18,2,M,3,0
2598,MP,E16,T18,2,M,4,0
2599,MP,E16,T18,2,M,5,0
2600,MP,E16,T18,2,M,6,0
2601,MP,E16,T18,2,M,7,0
2602,MP,E16,T18,2,M,8,0
2603,MP,E16,T18,2,M,9,0
2604,MP,E16,T18,2,M,10,0
2605,MP,E16,T18,2,M,11,0
2606,MP,E16,T18,2,M,12,0
2607,MP,E16,T18,2,M,13,0
2608,MP,E16,T18,2,M,14,0
2609,MP,E16,T18,2,M,15,0
2610,MP,E16,T18,2,M,16,0
2611,MP,E16,T18,3,F,1,0
2612,MP,E16,T18,3,F,2,0
2613,MP,E16,T18,3,F,3,0
2614,MP,E16,T18,3,F,4,1
2615,MP,E16,T18,3,F,5,1
2616,MP,E16,T18,3,F,6,0
2617,MP,E16,T18,3,F,7,1
2618,MP,E16,T18,3,F,8,0
2619,MP,E16,T18,3,F,9,0
2620,MP,E16,T18,3,F,10,0
2621,MP,E16,T18,3,F,11,0
2622,MP,E16,T18,3,F,12,0
2623,MP,E16,T18,3,F,13,0
2624,MP,E16,T18,3,F,14,0
2625,MP,E16,T18,3,F,15,0
2626,MP,E16,T18,3,F,16,1
2627,MP,E16,T18,3,F,17,0
2628,MP,E16,T18,3,F,18,0
2629,MP,E16,T18,3,F,19,0
2630,MP,E16,T18,3,F,20,0
2631,MP,E16,T18,3,M,1,0
2632,MP,E16,T18,3,M,2,0
2633,MP,E16,T18,3,M,3,0
2634,MP,E16,T18,3,M,4,0
2635,MP,E16,T18,3,M,5,0
2636,MP,E16,T18,3,M,6,0
2637,MP,E16,T18,3,M,7,0
2638,MP,E16,T18,3,M,8,0
2639,MP,E16,T18,3,M,9,0
2640,MP,E16,T18,3,M,10,0
2641,MP,E16,T18,3,M,11,0
2642,MP,E16,T18,3,M,12,0
2643,MP,E16,T18,3,M,13,1
2644,MP,E16,T24,1,F,1,0
2645,MP,E16,T24,1,F,2,0
2646,MP,E16,T24,1,F,3,0
2647,MP,E16,T24,1,F,4,0
2648,MP,E16,T24,1,F,5,0
2649,MP,E16,T24,1,F,6,0
2650,MP,E16,T24,1,F,7,0
2651,MP,E16,T24,1,F,8,0
2652,MP,E16,T24,1,F,9,0
2653,MP,E16,T24,1,F,10,0
2654,MP,E16,T24,1,F,11,0
2655,MP,E16,T24,1,F,12,0
2656,MP,E16,T24,1,F,13,0
2657,MP,E16,T24,1,M,1,0
2658,MP,E16,T24,1,M,2,0
2659,MP,E16,T24,1,M,3,0
2660,MP,E16,T24,1,M,4,0
2661,MP,E16,T24,1,M,5,0
2662,MP,E16,T24,1,M,6,0
2663,MP,E16,T24,1,M,7,0
2664,MP,E16,T24,1,M,8,0
2665,MP,E16,T24,1,M,9,1
2666,MP,E16,T24,1,M,10,0
2667,MP,E16,T24,1,M,11,0
2668,MP,E16,T24,1,M,12,1
2669,MP,E16,T24,1,M,13,0
2670,MP,E16,T24,2,F,1,0
2671,MP,E16,T24,2,F,2,1
2672,MP,E16,T24,2,F,3,0
2673,MP,E16,T24,2,F,4,1
2674,MP,E16,T24,2,F,5,1
2675,MP,E16,T24,2,F,6,0
2676,MP,E16,T24,2,F,7,0
2677,MP,E16,T24,2,F,8,1
2678,MP,E16,T24,2,F,9,0
2679,MP,E16,T24,2,F,10,0
2680,MP,E16,T24,2,F,11,0
2681,MP,E16,T24,2,F,12,0
2682,MP,E16,T24,2,F,13,0
2683,MP,E16,T24,2,F,14,0
2684,MP,E16,T24,2,F,15,0
2685,MP,E16,T24,2,M,1,0
2686,MP,E16,T24,2,M,2,0
2687,MP,E16,T24,2,M,3,1
2688,MP,E16,T24,2,M,4,0
2689,MP,E16,T24,2,M,5,0
2690,MP,E16,T24,2,M,6,0
2691,MP,E16,T24,2,M,7,0
2692,MP,E16,T24,2,M,8,0
2693,MP,E16,T24,2,M,9,0
2694,MP,E16,T24,2,M,10,0
2695,MP,E16,T24,2,M,11,0
2696,MP,E16,T24,2,M,12,0
2697,MP,E16,T24,2,M,13,0
2698,MP,E16,T24,3,M,1,1
2699,MP,E16,T24,3,M,2,0
2700,MP,E16,T28,1,F,1,0
2701,MP,E16,T28,1,F,2,0
2702,MP,E16,T28,1,F,3,0
2703,MP,E16,T28,1,F,4,0
2704,MP,E16,T28,1,F,5,1
2705,MP,E16,T28,1,F,6,0
2706,MP,E16,T28,1,F,7,0
2707,MP,E16,T28,1,F,8,0
2708,MP,E16,T28,1,F,9,1
2709,MP,E16,T28,1,F,10,0
2710,MP,E16,T28,1,F,11,0
2711,MP,E16,T28,1,F,12,0
2712,MP,E16,T28,1,F,13,0
2713,MP,E16,T28,1,F,14,0
2714,MP,E16,T28,1,F,15,0
2715,MP,E16,T28,2,F,1,0
2716,MP,E16,T28,2,F,2,0
2717,MP,E16,T28,2,F,3,0
2718,MP,E16,T28,2,F,4,0
2719,MP,E16,T28,2,F,5,1
2720,MP,E16,T28,2,F,6,1
2721,MP,E16,T28,2,F,7,0
2722,MP,E16,T28,2,F,8,0
2723,MP,E16,T28,2,F,9,1
2724,MP,E16,T28,2,F,10,0
2725,MP,E16,T28,2,F,11,1
2726,MP,E16,T28,2,F,12,1
2727,MP,E16,T28,2,M,1,0
2728,MP,E16,T28,2,M,2,0
2729,MP,E16,T28,2,M,3,0
2730,MP,E16,T28,2,M,4,0
2731,MP,E16,T28,2,M,5,1
2732,MP,E16,T28,2,M,6,0
2733,MP,E16,T28,2,M,7,0
2734,MP,E16,T28,2,M,8,1
2735,MP,E16,T28,2,M,9,0
2736,MP,E16,T28,2,M,10,0
2737,MP,E16,T28,2,M,11,0
2738,MP,E16,T28,2,M,12,0
2739,MP,E16,T28,2,M,13,0
2740,MP,E16,T28,2,M,14,0
2741,MP,E16,T28,2,M,15,0
2742,MP,E16,T28,3,F,1,0
2743,MP,E16,T28,3,F,2,0
2744,MP,E16,T28,3,F,3,0
2745,MP,E16,T28,3,F,4,0
2746,MP,E16,T28,3,F,5,0
2747,MP,E16,T28,3,F,6,0
2748,MP,E16,T28,3,F,7,0
2749,MP,E16,T28,3,F,8,0
2750,MP,E16,T28,3,F,9,0
2751,MP,E16,T28,3,F,10,0
2752,MP,E16,T28,3,F,11,1
2753,MP,E16,T28,3,F,12,0
2754,MP,E16,T28,3,F,13,1
2755,MP,E16,T28,3,F,14,0
2756,MP,E16,T28,3,F,15,0
2757,MP,E16,T28,3,F,16,0
2758,MP,E16,T28,3,F,17,0
2759,MP,E16,T28,3,F,18,0
2760,MP,E16,T28,3,M,1,0
2761,MP,E16,T28,3,M,2,1
2762,MP,E16,T28,3,M,3,0
2763,MP,E16,T28,3,M,4,0
2764,MP,E16,T28,3,M,5,0
2765,MP,E16,T28,3,M,6,0
2766,MP,E16,T28,3,M,7,0
2767,MP,E16,T28,3,M,8,0
2768,MP,E16,T28,3,M,9,0
2769,MP,E16,T28,3,M,10,0
2770,MP,E16,T28,3,M,11,0
2771,MP,E16,T28,3,M,12,0
2772,MP,E16,T28,3,M,13,0
2773,MP,E16,T28,3,M,14,1
2774,MP,E16,T28,3,M,15,0
2775,MP,E98,F15,1,F,1,0
2776,MP,E98,F15,1,F,2,0
2777,MP,E98,F15,1,M,1,1
2778,MP,E98,F15,2,F,1,0
2779,MP,E98,F15,2,F,2,1
2780,MP,E98,F15,2,F,3,1
2781,MP,E98,F15,2,F,4,1
2782,MP,E98,F15,2,M,1,1
2783,MP,E98,F15,2,M,2,0
2784,MP,E98,F15,3,F,1,1
2785,MP,E98,F15,3,F,2,1
2786,MP,E98,F15,3,F,3,1
2787,MP,E98,F15,3,M,1,1
2788,MP,E98,F15,4,F,1,0
2789,MP,E98,F15,4,F,2,0
2790,MP,E98,F15,4,F,3,0
2791,MP,E98,F15,4,F,4,0
2792,MP,E98,F15,4,M,1,1
2793,MP,E98,F15,4,M,2,1
2794,MP,E98,F15,4,M,3,0
2795,MP,E98,F15,5,F,1,0
2796,MP,E98,F15,5,M,1,0
2797,MP,E98,F15,5,M,2,1
2798,MP,E98,F15,6,F,1,1
2799,MP,E98,F15,6,F,2,1
2800,MP,E98,F15,6,F,3,1
2801,MP,E98,F15,6,F,4,0
2802,MP,E98,F15,6,M,1,0
2803,MP,E98,F15,6,M,2,1
2804,MP,E98,F15,7,F,1,0
2805,MP,E98,F15,7,F,2,0
2806,MP,E98,F15,7,F,3,0
2807,MP,E98,F15,7,M,1,0
2808,MP,E98,F15,7,M,2,0
2809,MP,E98,F15,7,M,3,0
2810,MP,E98,T18,1,F,1,1
2811,MP,E98,T18,1,F,2,1
2812,MP,E98,T18,1,F,3,1
2813,MP,E98,T18,1,F,4,1
2814,MP,E98,T18,1,M,1,0
2815,MP,E98,T18,2,F,1,1
2816,MP,E98,T18,2,F,2,1
2817,MP,E98,T18,2,F,3,0
2818,MP,E98,T18,2,F,4,1
2819,MP,E98,T18,2,F,5,0
2820,MP,E98,T18,2,F,6,0
2821,MP,E98,T18,2,F,7,1
2822,MP,E98,T18,2,F,8,0
2823,MP,E98,T18,2,F,9,1
2824,MP,E98,T18,2,F,10,1
2825,MP,E98,T18,2,F,11,1
2826,MP,E98,T18,2,F,12,0
2827,MP,E98,T18,2,M,1,0
2828,MP,E98,T18,2,M,2,1
2829,MP,E98,T18,2,M,3,1
2830,MP,E98,T18,2,M,4,0
2831,MP,E98,T18,2,M,5,1
2832,MP,E98,T18,2,M,6,0
2833,MP,E98,T18,2,M,7,1
2834,MP,E98,T18,2,M,8,0
2835,MP,E98,T18,2,M,9,0
2836,MP,E98,T18,2,M,10,1
2837,MP,E98,T18,2,M,11,1
2838,MP,E98,T18,3,F,1,1
2839,MP,E98,T18,3,F,2,1
2840,MP,E98,T18,3,F,3,1
2841,MP,E98,T18,3,F,4,1
2842,MP,E98,T18,3,F,5,1
2843,MP,E98,T18,3,F,6,1
2844,MP,E98,T18,3,F,7,1
2845,MP,E98,T18,3,F,8,1
2846,MP,E98,T18,3,F,9,1
2847,MP,E98,T18,3,F,10,1
2848,MP,E98,T18,3,M,1,0
2849,MP,E98,T18,3,M,2,0
2850,MP,E98,T18,3,M,3,1
2851,MP,E98,T18,3,M,4,1
2852,MP,E98,T18,3,M,5,0
2853,MP,E98,T18,3,M,6,0
2854,MP,E98,T18,3,M,7,0
2855,MP,E98,T24,1,F,1,1
2856,MP,E98,T24,1,F,2,1
2857,MP,E98,T24,1,F,3,1
2858,MP,E98,T24,1,F,4,1
2859,MP,E98,T24,1,F,5,1
2860,MP,E98,T24,1,F,6,1
2861,MP,E98,T24,1,F,7,1
2862,MP,E98,T24,1,M,1,0
2863,MP,E98,T24,1,M,2,1
2864,MP,E98,T24,1,M,3,1
2865,MP,E98,T24,1,M,4,1
2866,MP,E98,T24,1,M,5,1
2867,MP,E98,T24,2,F,1,0
2868,MP,E98,T24,2,F,2,1
2869,MP,E98,T24,2,F,3,1
2870,MP,E98,T24,2,F,4,1
2871,MP,E98,T24,2,F,5,1
2872,MP,E98,T24,2,F,6,1
2873,MP,E98,T24,2,F,7,1
2874,MP,E98,T24,2,M,1,1
2875,MP,E98,T24,2,M,2,1
2876,MP,E98,T24,2,M,3,1
2877,MP,E98,T24,2,M,4,0
2878,MP,E98,T24,2,M,5,1
2879,MP,E98,T24,2,M,6,1
2880,MP,E98,T24,2,M,7,1
2881,MP,E98,T24,2,M,8,1
2882,MP,E98,T24,2,M,9,1
2883,MP,E98,T24,3,F,1,1
2884,MP,E98,T24,3,F,2,1
2885,MP,E98,T24,3,M,1,1
2886,MP,E98,T24,3,M,2,1
2887,MP,E98,T24,3,M,3,1
2888,MP,E98,T24,3,M,4,1
2889,MP,E98,T24,3,M,5,1
2890,MP,E98,T24,3,M,6,1
2891,MP,E98,T28,1,F,1,1
2892,MP,E98,T28,1,F,2,1
2893,MP,E98,T28,1,F,3,1
2894,MP,E98,T28,1,F,4,1
2895,MP,E98,T28,1,F,5,1
2896,MP,E98,T28,1,M,1,1
2897,MP,E98,T28,1,M,2,1
2898,MP,E98,T28,2,F,1,1
2899,MP,E98,T28,2,F,2,1
2900,MP,E98,T28,2,F,3,1
2901,MP,E98,T28,2,F,4,1
2902,MP,E98,T28,2,F,5,1
2903,MP,E98,T28,2,M,1,1
2904,MP,E98,T28,2,M,2,1
2905,MP,E98,T28,2,M,3,1
2906,MP,E98,T28,2,M,4,1
2907,MP,E98,T28,2,M,5,1
2908,MP,E98,T28,2,M,6,1
2909,MP,E98,T28,3,F,1,1
2910,MP,E98,T28,3,F,2,1
2911,MP,E98,T28,3,F,3,1
2912,MP,E98,T28,3,F,4,1
2913,MP,E98,T28,3,F,5,1
2914,MP,E98,T28,3,F,6,1
2915,MP,E98,T28,3,F,7,1
2916,MP,E98,T28,3,M,1,1
2917,MP,E98,T28,3,M,2,1
2918,MP,E98,T28,3,M,3,1
2919,MP,E98,T28,3,M,4,1
2920,MP,E98,T28,3,M,5,1
2921,MP,Z124,F15,1,F,1,0
2922,MP,Z124,F15,1,F,2,0
2923,MP,Z124,F15,1,F,3,0
2924,MP,Z124,F15,1,F,4,0
2925,MP,Z124,F15,1,M,1,0
2926,MP,Z124,F15,1,M,2,0
2927,MP,Z124,F15,1,M,3,0
2928,MP,Z124,F15,2,F,1,0
2929,MP,Z124,F15,2,M,1,1
2930,MP,Z124,F15,2,M,2,0
2931,MP,Z124,F15,2,M,3,0
2932,MP,Z124,F15,3,F,1,0
2933,MP,Z124,F15,3,M,1,0
2934,MP,Z124,F15,3,M,2,0
2935,MP,Z124,F15,3,M,3,0
2936,MP,Z124,F15,3,M,4,0
2937,MP,Z124,F15,5,F,1,0
2938,MP,Z124,F15,5,M,1,0
2939,MP,Z124,F15,5,M,2,0
2940,MP,Z124,F15,5,M,3,0
2941,MP,Z124,F15,6,F,1,0
2942,MP,Z124,T18,1,F,1,0
2943,MP,Z124,T18,1,F,2,0
2944,MP,Z124,T18,1,F,3,0
2945,MP,Z124,T18,1,F,4,0
2946,MP,Z124,T18,1,F,5,0
2947,MP,Z124,T18,1,F,6,0
2948,MP,Z124,T18,1,F,7,0
2949,MP,Z124,T18,1,F,8,0
2950,MP,Z124,T18,1,F,9,0
2951,MP,Z124,T18,1,F,10,0
2952,MP,Z124,T18,1,F,11,0
2953,MP,Z124,T18,1,F,12,0
2954,MP,Z124,T18,1,M,1,0
2955,MP,Z124,T18,1,M,2,0
2956,MP,Z124,T18,1,M,3,0
2957,MP,Z124,T18,1,M,4,0
2958,MP,Z124,T18,1,M,5,1
2959,MP,Z124,T18,1,M,6,0
2960,MP,Z124,T18,1,M,7,0
2961,MP,Z124,T18,1,M,8,0
2962,MP,Z124,T18,1,M,9,0
2963,MP,Z124,T18,1,M,10,0
2964,MP,Z124,T18,1,M,11,0
2965,MP,Z124,T18,1,M,12,0
2966,MP,Z124,T18,1,M,13,0
2967,MP,Z124,T18,2,F,1,0
2968,MP,Z124,T18,2,F,2,0
2969,MP,Z124,T18,2,F,3,0
2970,MP,Z124,T18,2,F,4,0
2971,MP,Z124,T18,2,F,5,1
2972,MP,Z124,T18,2,F,6,0
2973,MP,Z124,T18,2,F,7,0
2974,MP,Z124,T18,2,F,8,0
2975,MP,Z124,T18,2,F,9,0
2976,MP,Z124,T18,2,F,10,0
2977,MP,Z124,T18,2,F,11,0
2978,MP,Z124,T18,2,F,12,0
2979,MP,Z124,T18,2,F,13,0
2980,MP,Z124,T18,2,F,14,0
2981,MP,Z124,T18,2,F,15,0
2982,MP,Z124,T18,2,F,16,0
2983,MP,Z124,T18,2,F,17,0
2984,MP,Z124,T18,2,F,18,0
2985,MP,Z124,T18,2,F,19,0
2986,MP,Z124,T18,2,F,20,0
2987,MP,Z124,T18,2,M,1,0
2988,MP,Z124,T18,2,M,2,0
2989,MP,Z124,T18,2,M,3,0
2990,MP,Z124,T18,2,M,4,0
2991,MP,Z124,T18,2,M,5,0
2992,MP,Z124,T18,2,M,6,0
2993,MP,Z124,T18,2,M,7,0
2994,MP,Z124,T18,2,M,8,0
2995,MP,Z124,T18,2,M,9,0
2996,MP,Z124,T18,2,M,10,0
2997,MP,Z124,T18,2,M,11,0
2998,MP,Z124,T18,2,M,12,0
2999,MP,Z124,T18,2,M,13,0
3000,MP,Z124,T18,2,M,14,1
3001,MP,Z124,T18,2,M,15,0
3002,MP,Z124,T18,2,M,16,0
3003,MP,Z124,T18,2,M,17,0
3004,MP,Z124,T18,2,M,18,0
3005,MP,Z124,T18,3,F,1,0
3006,MP,Z124,T18,3,F,2,0
3007,MP,Z124,T18,3,F,3,0
3008,MP,Z124,T18,3,F,4,0
3009,MP,Z124,T18,3,F,5,0
3010,MP,Z124,T18,3,F,6,0
3011,MP,Z124,T18,3,F,7,0
3012,MP,Z124,T18,3,F,8,0
3013,MP,Z124,T18,3,F,9,0
3014,MP,Z124,T18,3,F,10,0
3015,MP,Z124,T18,3,F,11,0
3016,MP,Z124,T18,3,F,12,0
3017,MP,Z124,T18,3,F,13,0
3018,MP,Z124,T18,3,F,14,0
3019,MP,Z124,T18,3,F,15,0
3020,MP,Z124,T18,3,F,16,0
3021,MP,Z124,T18,3,M,1,0
3022,MP,Z124,T18,3,M,2,0
3023,MP,Z124,T18,3,M,3,0
3024,MP,Z124,T18,3,M,4,0
3025,MP,Z124,T18,3,M,5,0
3026,MP,Z124,T18,3,M,6,0
3027,MP,Z124,T18,3,M,7,0
3028,MP,Z124,T18,3,M,8,0
3029,MP,Z124,T18,3,M,9,0
3030,MP,Z124,T18,3,M,10,0
3031,MP,Z124,T18,3,M,11,0
3032,MP,Z124,T18,3,M,12,0
3033,MP,Z124,T24,1,F,1,0
3034,MP,Z124,T24,1,F,2,0
3035,MP,Z124,T24,1,F,3,0
3036,MP,Z124,T24,1,F,4,0
3037,MP,Z124,T24,1,F,5,0
3038,MP,Z124,T24,1,F,6,0
3039,MP,Z124,T24,1,F,7,0
3040,MP,Z124,T24,1,F,8,0
3041,MP,Z124,T24,1,M,1,0
3042,MP,Z124,T24,1,M,2,0
3043,MP,Z124,T24,1,M,3,0
3044,MP,Z124,T24,1,M,4,0
3045,MP,Z124,T24,1,M,5,0
3046,MP,Z124,T24,1,M,6,0
3047,MP,Z124,T24,1,M,7,0
3048,MP,Z124,T24,1,M,8,0
3049,MP,Z124,T24,1,M,9,0
3050,MP,Z124,T24,1,M,10,0
3051,MP,Z124,T24,2,F,1,0
3052,MP,Z124,T24,2,F,2,0
3053,MP,Z124,T24,2,F,3,0
3054,MP,Z124,T24,2,F,4,0
3055,MP,Z124,T24,2,F,5,0
3056,MP,Z124,T24,2,F,6,0
3057,MP,Z124,T24,2,F,7,0
3058,MP,Z124,T24,2,M,1,0
3059,MP,Z124,T24,2,M,2,0
3060,MP,Z124,T24,2,M,3,0
3061,MP,Z124,T24,2,M,4,0
3062,MP,Z124,T24,3,F,1,0
3063,MP,Z124,T24,3,F,2,0
3064,MP,Z124,T24,3,F,3,0
3065,MP,Z124,T24,3,F,4,0
3066,MP,Z124,T24,3,F,5,0
3067,MP,Z124,T24,3,F,6,0
3068,MP,Z124,T24,3,F,7,0
3069,MP,Z124,T24,3,F,8,0
3070,MP,Z124,T24,3,F,9,0
3071,MP,Z124,T24,3,F,10,0
3072,MP,Z124,T24,3,M,1,0
3073,MP,Z124,T24,3,M,2,0
3074,MP,Z124,T24,3,M,3,0
3075,MP,Z124,T24,3,M,4,0
3076,MP,Z124,T24,3,M,5,0
3077,MP,Z124,T24,3,M,6,0
3078,MP,Z124,T24,3,M,7,0
3079,MP,Z124,T24,3,M,8,0
3080,MP,Z124,T24,3,M,9,0
3081,MP,Z124,T24,3,M,10,0
3082,MP,Z124,T28,1,F,1,0
3083,MP,Z124,T28,1,F,2,0
3084,MP,Z124,T28,1,F,3,0
3085,MP,Z124,T28,1,F,4,0
3086,MP,Z124,T28,1,F,5,0
3087,MP,Z124,T28,1,F,6,0
3088,MP,Z124,T28,1,F,7,0
3089,MP,Z124,T28,1,F,8,0
3090,MP,Z124,T28,1,F,9,0
3091,MP,Z124,T28,1,F,10,0
3092,MP,Z124,T28,1,M,1,0
3093,MP,Z124,T28,1,M,2,0
3094,MP,Z124,T28,1,M,3,0
3095,MP,Z124,T28,1,M,4,0
3096,MP,Z124,T28,1,M,5,0
3097,MP,Z124,T28,1,M,6,0
3098,MP,Z124,T28,1,M,7,0
3099,MP,Z124,T28,1,M,8,0
3100,MP,Z124,T28,1,M,9,0
3101,MP,Z124,T28,1,M,10,0
3102,MP,Z124,T28,2,F,1,0
3103,MP,Z124,T28,2,F,2,0
3104,MP,Z124,T28,2,F,3,1
3105,MP,Z124,T28,2,F,4,0
3106,MP,Z124,T28,2,F,5,0
3107,MP,Z124,T28,2,F,6,0
3108,MP,Z124,T28,2,F,7,0
3109,MP,Z124,T28,2,F,8,0
3110,MP,Z124,T28,2,F,9,0
3111,MP,Z124,T28,2,F,10,0
3112,MP,Z124,T28,2,F,11,0
3113,MP,Z124,T28,2,F,12,0
3114,MP,Z124,T28,2,F,13,0
3115,MP,Z124,T28,2,M,1,0
3116,MP,Z124,T28,2,M,2,0
3117,MP,Z124,T28,2,M,3,0
3118,MP,Z124,T28,2,M,4,0
3119,MP,Z124,T28,2,M,5,0
3120,MP,Z124,T28,2,M,6,0
3121,MP,Z124,T28,2,M,7,0
3122,MP,Z124,T28,2,M,8,0
3123,MP,Z124,T28,2,M,9,0
3124,MP,Z124,T28,2,M,10,0
3125,MP,Z124,T28,3,F,1,0
3126,MP,Z124,T28,3,F,2,0
3127,MP,Z124,T28,3,F,3,0
3128,MP,Z124,T28,3,F,4,0
3129,MP,Z124,T28,3,F,5,0
3130,MP,Z124,T28,3,F,6,0
3131,MP,Z124,T28,3,F,7,0
3132,MP,Z124,T28,3,F,8,0
3133,MP,Z124,T28,3,F,9,0
3134,MP,Z124,T28,3,F,10,0
3135,MP,Z124,T28,3,F,11,0
3136,MP,Z124,T28,3,F,12,0
3137,MP,Z124,T28,3,M,1,0
3138,MP,Z124,T28,3,M,2,0
3139,MP,Z124,T28,3,M,3,0
3140,MP,Z124,T28,3,M,4,0
3141,MP,Z124,T28,3,M,5,0
3142,MP,Z159,F100,1,F,1,0
3143,MP,Z159,F100,1,F,2,0
3144,MP,Z159,F100,1,F,3,0
3145,MP,Z159,F100,1,F,4,0
3146,MP,Z159,F100,1,F,5,0
3147,MP,Z159,F100,1,F,6,0
3148,MP,Z159,F100,1,F,7,0
3149,MP,Z159,F100,1,F,8,0
3150,MP,Z159,F100,1,F,9,0
3151,MP,Z159,F100,1,F,10,0
3152,MP,Z159,F100,1,F,11,0
3153,MP,Z159,F100,1,F,12,0
3154,MP,Z159,F100,1,F,13,0
3155,MP,Z159,F100,1,F,14,0
3156,MP,Z159,F100,1,F,15,0
3157,MP,Z159,F100,1,F,16,0
3158,MP,Z159,F100,1,F,17,0
3159,MP,Z159,F100,1,F,18,0
3160,MP,Z159,F100,1,F,19,0
3161,MP,Z159,F100,1,M,1,0
3162,MP,Z159,F100,1,M,2,0
3163,MP,Z159,F100,1,M,3,0
3164,MP,Z159,F100,1,M,4,0
3165,MP,Z159,F100,1,M,5,0
3166,MP,Z159,F100,1,M,6,0
3167,MP,Z159,F100,1,M,7,0
3168,MP,Z159,F100,1,M,8,0
3169,MP,Z159,F100,1,M,9,0
3170,MP,Z159,F100,1,M,10,0
3171,MP,Z159,F100,1,M,11,0
3172,MP,Z159,F100,1,M,12,0
3173,MP,Z159,F100,1,M,13,0
3174,MP,Z159,F100,1,M,14,0
3175,MP,Z159,F100,1,M,15,0
3176,MP,Z159,F100,1,M,16,0
